id,observationID,personID,lat,lon,media,Eventful_Uneventful,Exciting_Monotonous,Pleasant_Unpleasant,Calm_Chaotic,Anxious_Safe,Stressed_Relaxed,Depressed_Cheerful,Detached_Attached,Exhausted_Excited,uncrowded _crowded,accessible_unaccessible,central_remote,green _built-up,clean_polluted,quiet_busy,relaxing_disturbing,mediaType,timestamp,transcription,filename,Unnamed: 0,mediaID,person,vehicles,place_cluster,place_name,avg_r,avg_g,avg_b,brightness,greeness,normalized_greeness,noise,normalized_noise,hour
140,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275887968.jpg,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Image,2024-06-13 12:44:16.404,,1718275887968.jpg,72,1718275887968,3.0,1.0,0,Semmelstr,130.55146541666667,131.53950475,133.50631816666666,131.0,0.0496865,0.07026961920112236,-29.133514404296875,1.5475353630631457,3
141,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275897528.jpg,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Image,2024-06-13 12:44:16.404,,1718275897528.jpg,73,1718275897528,0.0,2.0,0,Semmelstr,121.25229158333333,113.8179575,129.40920175,121.0,0.024734916666666665,0.0349815981229944,-29.133514404296875,1.5475353630631457,3
142,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275930117.jpg,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Image,2024-06-13 12:44:16.404,,1718275930117.jpg,74,1718275930117,0.0,1.0,0,Semmelstr,91.928202,96.59345991666666,126.88119908333333,105.0,0.09683191666666667,0.1369454864134419,-29.133514404296875,1.5475353630631457,3
146,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268420395.jpg,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Image,2024-06-13 10:43:51.934,,1718268420395.jpg,75,1718268420395,1.0,4.0,3,Klinikstr,120.3106665,111.16034775,103.37699325,111.0,0.11663375,0.16495042312295904,-29.026830673217773,1.541868458472875,1
147,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268432580.jpg,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Image,2024-06-13 10:43:51.934,,1718268432580.jpg,76,1718268432580,0.0,0.0,3,Klinikstr,101.568175,114.52236958333333,98.36520541666667,104.0,0.5356560833333334,0.7575568614935244,-29.026830673217773,1.541868458472875,1
148,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268470160.jpg,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Image,2024-06-13 10:43:51.934,,1718268470160.jpg,77,1718268470160,0.0,2.0,3,Klinikstr,125.44633091666667,126.66186391666666,109.84297408333333,120.0,0.34484091666666666,0.4876946433967503,-29.026830673217773,1.541868458472875,1
152,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269230463.jpg,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Image,2024-06-13 10:58:08.316,,1718269230463.jpg,78,1718269230463,0.0,0.0,2,Katharinengasse/Marienplatz,120.00717008333334,113.02092675,109.258266,114.0,0.0005269166666666666,0.000745197055888247,-27.39623260498047,1.4552531556116621,2
153,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269241977.jpg,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Image,2024-06-13 10:58:08.316,,1718269241977.jpg,79,1718269241977,0.0,0.0,2,Katharinengasse/Marienplatz,118.37470066666667,122.15171825,124.22040391666667,121.0,0.12561733333333333,0.17765554382767526,-27.39623260498047,1.4552531556116621,2
154,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269251699.jpg,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Image,2024-06-13 10:58:08.316,,1718269251699.jpg,80,1718269251699,0.0,0.0,2,Katharinengasse/Marienplatz,133.01103691666665,129.96592683333333,131.95135991666666,131.0,0.012767416666666666,0.01805644405117546,-27.39623260498047,1.4552531556116621,2
158,1718269820916,p02,49.7915092,9.9309308,p02/1718269820916/media/1718269975904.jpg,4,4,3,2,4,4,3,2,2,2,2,4,4,5,2,3,Image,2024-06-13 11:10:20.916,,1718269975904.jpg,81,1718269975904,0.0,0.0,1,Dommerschulstr,108.51446666666666,114.92493583333334,98.42283925,107.0,0.43487675,0.6150287024024974,-31.266075134277344,1.6608142863583657,2
159,1718269820916,p02,49.7915092,9.9309308,p02/1718269820916/media/1718269996347.jpg,4,4,3,2,4,4,3,2,2,2,2,4,4,5,2,3,Image,2024-06-13 11:10:20.916,,1718269996347.jpg,82,1718269996347,0.0,0.0,1,Dommerschulstr,96.62287325,88.22894258333334,86.266087,90.0,0.00635975,0.008994338718048925,-31.266075134277344,1.6608142863583657,2
160,1718269820916,p02,49.7915092,9.9309308,p02/1718269820916/media/1718270015273.jpg,4,4,3,2,4,4,3,2,2,2,2,4,4,5,2,3,Image,2024-06-13 11:10:20.916,,1718270015273.jpg,83,1718270015273,0.0,0.0,1,Dommerschulstr,120.25170666666666,116.39019141666667,114.96554025,117.0,0.029581583333333335,0.041836043919366454,-31.266075134277344,1.6608142863583657,2
164,1718270633720,p02,49.7954711,9.9332721,p02/1718270633720/media/1718270780304.jpg,1,1,4,4,5,2,4,4,3,4,1,1,5,4,5,3,Image,2024-06-13 11:23:53.720,,1718270780304.jpg,84,1718270780304,6.0,1.0,4,Eichhornstr,120.40495841666667,116.78349283333333,100.62603708333333,112.0,0.31518366666666664,0.4457515871530526,-28.65132713317871,1.521922186316978,2
165,1718270633720,p02,49.7954711,9.9332721,p02/1718270633720/media/1718270816581.jpg,1,1,4,4,5,2,4,4,3,4,1,1,5,4,5,3,Image,2024-06-13 11:23:53.720,,1718270816581.jpg,85,1718270816581,0.0,0.0,4,Eichhornstr,138.14956908333335,136.66415608333332,134.36185783333335,136.0,0.055976583333333337,0.07916543115359757,-28.65132713317871,1.521922186316978,2
166,1718270633720,p02,49.7954711,9.9332721,p02/1718270633720/media/1718270843809.jpg,1,1,4,4,5,2,4,4,3,4,1,1,5,4,5,3,Image,2024-06-13 11:23:53.720,,1718270843809.jpg,86,1718270843809,0.0,0.0,4,Eichhornstr,140.79057575,134.952804,134.31562925,136.0,0.0023363333333333335,0.0033041822962016285,-28.65132713317871,1.521922186316978,2
170,1718271179213,p02,49.7966318,9.9355849,p02/1718271179213/media/1718271316611.jpg,4,4,4,3,4,2,2,2,2,2,4,2,5,4,4,4,Image,2024-06-13 11:32:59.213,,1718271316611.jpg,87,1718271316611,1.0,1.0,0,Semmelstr,148.59935866666666,134.38251233333332,129.51101033333333,137.0,0.08888491666666666,0.1257063638390742,-30.558095932006836,1.623207328384725,2
171,1718271179213,p02,49.7966318,9.9355849,p02/1718271179213/media/1718271328658.jpg,4,4,4,3,4,2,2,2,2,2,4,2,5,4,4,4,Image,2024-06-13 11:32:59.213,,1718271328658.jpg,88,1718271328658,0.0,0.0,0,Semmelstr,118.76719283333334,114.1023435,119.17713075,117.0,0.0017866666666666667,0.0025268108300243583,-30.558095932006836,1.623207328384725,2
172,1718271179213,p02,49.7966318,9.9355849,p02/1718271179213/media/1718271340668.jpg,4,4,4,3,4,2,2,2,2,2,4,2,5,4,4,4,Image,2024-06-13 11:32:59.213,,1718271340668.jpg,89,1718271340668,1.0,8.0,0,Semmelstr,121.63821083333333,109.12520525,102.03972366666666,110.0,0.054116,0.07653408295387958,-30.558095932006836,1.623207328384725,2
176,1718272882985,p03,49.80038,9.9323265,p03/1718272882985/media/1718273085325.jpg,4,4,4,4,2,2,2,3,2,3,2,2,3,3,5,5,Image,2024-06-13 12:01:22.985,,1718273085325.jpg,90,1718273085325,0.0,3.0,3,Klinikstr,107.96734516666666,126.20917383333334,112.2322395,115.0,0.46382283333333335,0.6559659842234606,-25.15232276916504,1.3360595089317602,3
177,1718272882985,p03,49.80038,9.9323265,p03/1718272882985/media/1718273094721.jpg,4,4,4,4,2,2,2,3,2,3,2,2,3,3,5,5,Image,2024-06-13 12:01:22.985,,1718273094721.jpg,91,1718273094721,0.0,4.0,3,Klinikstr,116.77116883333333,125.31535775,120.61153766666666,120.0,0.287769,0.4069801263499699,-25.15232276916504,1.3360595089317602,3
178,1718272882985,p03,49.80038,9.9323265,p03/1718272882985/media/1718273122037.jpg,4,4,4,4,2,2,2,3,2,3,2,2,3,3,5,5,Image,2024-06-13 12:01:22.985,,1718273122037.jpg,92,1718273122037,0.0,0.0,3,Klinikstr,72.83271316666666,115.88867683333334,108.88272733333334,99.0,0.61847,0.8746772541297564,-25.15232276916504,1.3360595089317602,3
182,1718273948834,p03,49.795025,9.929355,p03/1718273948834/media/1718274091992.jpg,1,2,1,1,5,4,5,4,5,4,4,3,4,3,2,2,Image,2024-06-13 12:19:08.834,,1718274091992.jpg,93,1718274091992,4.0,0.0,2,Katharinengasse/Marienplatz,121.37819566666667,124.00093033333333,122.53312733333334,122.0,0.23506725,0.3324461603082332,-30.610702514648438,1.6260017233841753,3
183,1718273948834,p03,49.795025,9.929355,p03/1718273948834/media/1718274113061.jpg,1,2,1,1,5,4,5,4,5,4,4,3,4,3,2,2,Image,2024-06-13 12:19:08.834,,1718274113061.jpg,94,1718274113061,0.0,2.0,2,Katharinengasse/Marienplatz,113.91283766666666,124.73570158333334,138.95577225,125.0,0.20689766666666667,0.29260705121647557,-30.610702514648438,1.6260017233841753,3
184,1718273948834,p03,49.795025,9.929355,p03/1718273948834/media/1718274143803.jpg,1,2,1,1,5,4,5,4,5,4,4,3,4,3,2,2,Image,2024-06-13 12:19:08.834,,1718274143803.jpg,95,1718274143803,1.0,1.0,2,Katharinengasse/Marienplatz,106.9097275,124.14699375,116.05029458333334,115.0,0.39540291666666666,0.5592024470465777,-30.610702514648438,1.6260017233841753,3
188,1718274745909,p03,49.7913667,9.9318017,p03/1718274745909/media/1718274958653.jpg,4,4,4,3,2,3,2,2,3,3,2,3,5,4,4,4,Image,2024-06-13 12:32:25.909,,1718274958653.jpg,96,1718274958653,0.0,8.0,1,Dommerschulstr,124.11620033333334,128.57634983333332,97.98938975,116.0,0.37416525,0.529166868984387,-27.171728134155273,1.4433277626451162,3
189,1718274745909,p03,49.7913667,9.9318017,p03/1718274745909/media/1718274971176.jpg,4,4,4,3,2,3,2,2,3,3,2,3,5,4,4,4,Image,2024-06-13 12:32:25.909,,1718274971176.jpg,97,1718274971176,0.0,3.0,1,Dommerschulstr,157.00698466666665,151.14307666666667,149.20491775,152.0,0.005582916666666667,0.007895694568912402,-27.171728134155273,1.4433277626451162,3
190,1718274745909,p03,49.7913667,9.9318017,p03/1718274745909/media/1718274983572.jpg,4,4,4,3,2,3,2,2,3,3,2,3,5,4,4,4,Image,2024-06-13 12:32:25.909,,1718274983572.jpg,98,1718274983572,0.0,5.0,1,Dommerschulstr,129.18505458333334,124.26296108333334,118.69655708333333,124.0,0.06330025,0.08952299845704256,-27.171728134155273,1.4433277626451162,3
194,1718275690668,p03,49.795585,9.932155,p03/1718275690668/media/1718275843615.jpg,2,3,2,3,4,5,4,4,4,4,2,3,5,2,4,2,Image,2024-06-13 12:48:10.668,,1718275843615.jpg,99,1718275843615,4.0,2.0,4,Eichhornstr,140.309561,139.41576175,134.71488725,138.0,0.0700755,0.09910496211905144,-26.9609432220459,1.432131135250197,3
195,1718275690668,p03,49.795585,9.932155,p03/1718275690668/media/1718275856924.jpg,2,3,2,3,4,5,4,4,4,4,2,3,5,2,4,2,Image,2024-06-13 12:48:10.668,,1718275856924.jpg,100,1718275856924,4.0,0.0,4,Eichhornstr,123.9196295,127.59418975,128.44204516666667,126.0,0.21012766666666666,0.29717511034762034,-26.9609432220459,1.432131135250197,3
196,1718275690668,p03,49.795585,9.932155,p03/1718275690668/media/1718275869384.jpg,2,3,2,3,4,5,4,4,4,4,2,3,5,2,4,2,Image,2024-06-13 12:48:10.668,,1718275869384.jpg,101,1718275869384,8.0,2.0,4,Eichhornstr,123.39782516666666,120.83590083333333,114.57456691666667,119.0,0.2737481666666667,0.38715102550334685,-26.9609432220459,1.432131135250197,3
200,1718276201139,p03,49.796765,9.9355883,p03/1718276201139/media/1718276392283.jpg,4,4,4,4,2,2,3,2,3,4,2,3,5,2,4,4,Image,2024-06-13 12:56:41.139,,1718276392283.jpg,102,1718276392283,1.0,8.0,0,Semmelstr,124.38126333333334,124.47848616666667,124.16517408333333,124.0,0.10128,0.14323623182735093,-31.379051208496094,1.6668154322416708,3
201,1718276201139,p03,49.796765,9.9355883,p03/1718276201139/media/1718276402930.jpg,4,4,4,4,2,2,3,2,3,4,2,3,5,2,4,4,Image,2024-06-13 12:56:41.139,,1718276402930.jpg,103,1718276402930,1.0,6.0,0,Semmelstr,148.82389375,137.45234508333334,127.47151266666667,137.0,0.024962833333333333,0.03530393150079835,-31.379051208496094,1.6668154322416708,4
202,1718276201139,p03,49.796765,9.9355883,p03/1718276201139/media/1718276412759.jpg,4,4,4,4,2,2,3,2,3,4,2,3,5,2,4,4,Image,2024-06-13 12:56:41.139,,1718276412759.jpg,104,1718276412759,1.0,1.0,0,Semmelstr,118.15900983333333,116.66767783333333,118.20464325,117.0,0.13146858333333333,0.1859307314410223,-31.379051208496094,1.6668154322416708,4
204,1718881138033,p04,49.8003967,9.93243,p04/1718881138033/media/1718881260417.jpg,3,2,2,3,4,2,4,2,4,4,2,4,3,1,4,4,Image,2024-06-20 12:58:58.033,,1718881260417.jpg,105,1718881260417,1.0,1.0,3,Klinikstr,146.19649233333334,149.96441525,137.17969391666668,144.0,0.48528025,0.6863123458751463,-29.157468795776367,1.5488077899801573,4
205,1718881138033,p04,49.8003967,9.93243,p04/1718881138033/media/1718881272453.jpg,3,2,2,3,4,2,4,2,4,4,2,4,3,1,4,4,Image,2024-06-20 12:58:58.033,,1718881272453.jpg,106,1718881272453,0.0,8.0,3,Klinikstr,135.27861616666667,141.9395025,137.33295583333333,138.0,0.27436258333333335,0.38801997029111596,-29.157468795776367,1.5488077899801573,4
208,1718882615264,p04,49.7955967,9.9303233,p04/1718882615264/media/1718882628531.jpg,1,1,1,3,4,4,4,5,4,4,1,1,4,2,2,2,Image,2024-06-20 13:23:35.264,,1718882628531.jpg,107,1718882628531,2.0,0.0,2,Katharinengasse/Marienplatz,103.92182308333334,112.91837041666666,123.89355283333333,113.0,0.026933,0.03809025900282428,-32.34455871582031,1.718101967403622,4
211,1718883597973,p04,49.7915033,9.9310349,p04/1718883597973/media/1718883634071.jpg,1,4,5,5,2,2,2,4,2,4,2,3,4,4,5,5,Image,2024-06-20 13:39:57.973,,1718883634071.jpg,108,1718883634071,2.0,1.0,1,Dommerschulstr,119.30854291666667,124.6806325,127.08653375,123.0,0.02642775,0.03737570424244938,-24.008331298828125,1.2752921318545933,4
212,1718883597973,p04,49.7915033,9.9310349,p04/1718883597973/media/1718883652673.jpg,1,4,5,5,2,2,2,4,2,4,2,3,4,4,5,5,Image,2024-06-20 13:39:57.973,,1718883652673.jpg,109,1718883652673,2.0,1.0,1,Dommerschulstr,120.88624475,120.78483083333333,124.08135758333333,121.0,0.011241666666666667,0.015898637172121546,-24.008331298828125,1.2752921318545933,4
215,1718884293809,p04,49.7897917,9.92986,p04/1718884293809/media/1718884348449.jpg,2,1,1,2,4,4,5,4,5,4,2,2,4,2,4,3,Image,2024-06-20 13:51:33.809,,1718884348449.jpg,110,1718884348449,0.0,0.0,1,Dommerschulstr,148.65018458333333,146.89464908333332,150.15674583333333,148.0,0.037963666666666666,0.05369048735863884,-28.970468521118164,1.5388745723834019,4
216,1718884293809,p04,49.7897917,9.92986,p04/1718884293809/media/1718884368779.jpg,2,1,1,2,4,4,5,4,5,4,2,2,4,2,4,3,Image,2024-06-20 13:51:33.809,,1718884368779.jpg,111,1718884368779,1.0,3.0,1,Dommerschulstr,143.71582683333332,143.44659916666666,139.50720333333334,142.0,0.25669691666666666,0.36303612820925013,-28.970468521118164,1.5388745723834019,4
219,1718885731065,p04,49.7967117,9.9353917,p04/1718885731065/media/1718885742930.jpg,2,4,5,4,2,2,2,2,2,4,2,4,4,4,4,4,Image,2024-06-20 14:15:31.065,,1718885742930.jpg,112,1718885742930,0.0,13.0,0,Semmelstr,127.25008158333333,129.6115625,127.55422375,128.0,0.22233733333333333,0.3144427509992924,-29.297794342041016,1.5562617051574374,5
220,1718885731065,p04,49.7967117,9.9353917,p04/1718885731065/media/1718885751524.jpg,2,4,5,4,2,2,2,2,2,4,2,4,4,4,4,4,Image,2024-06-20 14:15:31.065,,1718885751524.jpg,113,1718885751524,4.0,5.0,0,Semmelstr,126.57589925,131.16536841666667,131.02194458333332,129.0,0.17820058333333333,0.25202192008395047,-29.297794342041016,1.5562617051574374,5
225,1718272000850,p05,49.8002417,9.9323633,p05/1718272000850/media/1718272290210.jpg,4,4,2,2,4,4,3,3,4,2,2,2,2,1,3,2,Image,2024-06-13 11:46:40.850,,1718272290210.jpg,114,1718272290210,0.0,0.0,3,Klinikstr,98.09254216666666,123.90838891666667,104.5619615,108.0,0.6790895,0.9604089756469179,-26.33350372314453,1.3988023442482687,2
226,1718272000850,p05,49.8002417,9.9323633,p05/1718272000850/media/1718272359961.jpg,4,4,2,2,4,4,3,3,4,2,2,2,2,1,3,2,Image,2024-06-13 11:46:40.850,,1718272359961.jpg,115,1718272359961,1.0,5.0,3,Klinikstr,103.94669525,121.20323216666667,108.08775941666667,111.0,0.47843633333333335,0.6766332697073567,-26.33350372314453,1.3988023442482687,2
227,1718272000850,p05,49.8002417,9.9323633,p05/1718272000850/media/1718272377357.jpg,4,4,2,2,4,4,3,3,4,2,2,2,2,1,3,2,Image,2024-06-13 11:46:40.850,,1718272377357.jpg,116,1718272377357,0.0,7.0,3,Klinikstr,88.16705933333333,110.559349,101.18568925,99.0,0.5560146666666667,0.7863491873427519,-26.33350372314453,1.3988023442482687,2
231,1718273090711,p05,49.7955182,9.9310734,p05/1718273090711/media/1718273306811.jpg,2,2,3,3,4,4,4,3,4,4,1,1,5,2,4,3,Image,2024-06-13 12:04:50.711,,1718273306811.jpg,117,1718273306811,15.0,3.0,2,Katharinengasse/Marienplatz,130.68377341666667,120.53732741666667,111.86492933333334,121.0,0.073224,0.10355775907707292,-23.453994750976562,1.2458464769660738,3
232,1718273090711,p05,49.7955182,9.9310734,p05/1718273090711/media/1718273330052.jpg,2,2,3,3,4,4,4,3,4,4,1,1,5,2,4,3,Image,2024-06-13 12:04:50.711,,1718273330052.jpg,118,1718273330052,11.0,0.0,2,Katharinengasse/Marienplatz,137.59744933333334,129.761684,119.1544315,128.0,0.07558775,0.1069007156625972,-23.453994750976562,1.2458464769660738,3
233,1718273090711,p05,49.7955182,9.9310734,p05/1718273090711/media/1718273355786.jpg,2,2,3,3,4,4,4,3,4,4,1,1,5,2,4,3,Image,2024-06-13 12:04:50.711,,1718273355786.jpg,119,1718273355786,10.0,1.0,2,Katharinengasse/Marienplatz,120.15240941666667,121.18693608333334,119.597135,120.0,0.11074275,0.15661901868284328,-23.453994750976562,1.2458464769660738,3
237,1718273914954,p05,49.79133,9.931735,p05/1718273914954/media/1718274116683.jpg,4,4,2,2,5,5,4,3,3,2,2,2,4,1,2,2,Image,2024-06-13 12:18:34.954,,1718274116683.jpg,120,1718274116683,0.0,6.0,1,Dommerschulstr,102.45402233333333,112.50626491666667,98.563277,104.0,0.4383695,0.619968358294233,-26.767927169799805,1.4218783671720137,3
238,1718273914954,p05,49.79133,9.931735,p05/1718273914954/media/1718274145963.jpg,4,4,2,2,5,5,4,3,3,2,2,2,4,1,2,2,Image,2024-06-13 12:18:34.954,,1718274145963.jpg,121,1718274145963,0.0,7.0,1,Dommerschulstr,124.36544775,131.45826433333335,116.52230825,124.0,0.36019475,0.5094089525473412,-26.767927169799805,1.4218783671720137,3
239,1718273914954,p05,49.79133,9.931735,p05/1718273914954/media/1718274154867.jpg,4,4,2,2,5,5,4,3,3,2,2,2,4,1,2,2,Image,2024-06-13 12:18:34.954,,1718274154867.jpg,122,1718274154867,4.0,6.0,1,Dommerschulstr,131.2362955,128.976849,119.98105558333333,126.0,0.19902883333333332,0.28147847661592146,-26.767927169799805,1.4218783671720137,3
243,1718274784603,p05,49.7952497,9.9340678,p05/1718274784603/media/1718274963004.jpg,1,2,2,2,5,5,5,5,5,4,1,1,3,2,3,2,Image,2024-06-13 12:33:04.603,,1718274963004.jpg,123,1718274963004,7.0,3.0,4,Eichhornstr,134.50082566666666,127.87858825,115.13748916666667,125.0,0.16854666666666668,0.23836877389804415,-28.68937110900879,1.5239430340983868,3
244,1718274784603,p05,49.7952497,9.9340678,p05/1718274784603/media/1718274969459.jpg,1,2,2,2,5,5,5,5,5,4,1,1,3,2,3,2,Image,2024-06-13 12:33:04.603,,1718274969459.jpg,124,1718274969459,6.0,1.0,4,Eichhornstr,141.7333105,134.610449,119.02663675,131.0,0.18770266666666666,0.2654603344912978,-28.68937110900879,1.5239430340983868,3
245,1718274784603,p05,49.7952497,9.9340678,p05/1718274784603/media/1718274980087.jpg,1,2,2,2,5,5,5,5,5,4,1,1,3,2,3,2,Image,2024-06-13 12:33:04.603,,1718274980087.jpg,125,1718274980087,4.0,0.0,4,Eichhornstr,124.267332,139.98265858333335,138.58811016666667,134.0,0.40620141666666665,0.5744743314204683,-28.68937110900879,1.5239430340983868,3
249,1718275480952,p05,49.7969567,9.9368117,p05/1718275480952/media/1718275638474.jpg,2,2,3,3,4,4,4,4,4,3,1,1,5,2,2,2,Image,2024-06-13 12:44:40.952,,1718275638474.jpg,126,1718275638474,2.0,7.0,0,Semmelstr,143.81168633333334,129.47576816666665,109.71438858333333,127.0,0.14158208333333333,0.20023384785676,-24.681703567504883,1.311060813374515,3
250,1718275480952,p05,49.7969567,9.9368117,p05/1718275480952/media/1718275655593.jpg,2,2,3,3,4,4,4,4,4,3,1,1,5,2,2,2,Image,2024-06-13 12:44:40.952,,1718275655593.jpg,127,1718275655593,3.0,5.0,0,Semmelstr,135.83538358333334,125.81211558333334,110.26510075,123.0,0.16610125,0.23491031942943102,-24.681703567504883,1.311060813374515,3
251,1718275480952,p05,49.7969567,9.9368117,p05/1718275480952/media/1718275685805.jpg,2,2,3,3,4,4,4,4,4,3,1,1,5,2,2,2,Image,2024-06-13 12:44:40.952,,1718275685805.jpg,128,1718275685805,3.0,5.0,0,Semmelstr,139.977425,129.43482333333333,111.61420133333333,127.0,0.175026,0.2475322345163302,-24.681703567504883,1.311060813374515,3
255,1718882287230,p06,49.8001011,9.9323568,p06/1718882287230/media/1718882602130.jpg,3,4,2,2,5,4,3,4,3,3,1,2,2,2,2,2,Image,2024-06-20 13:18:07.230,,1718882602130.jpg,129,1718882602130,2.0,8.0,3,Klinikstr,105.07299783333333,115.79875425,109.45669491666666,110.0,0.4550571666666667,0.6435690542986191,-31.055383682250977,1.6496226234446103,4
256,1718882287230,p06,49.8001011,9.9323568,p06/1718882287230/media/1718882617918.jpg,3,4,2,2,5,4,3,4,3,3,1,2,2,2,2,2,Image,2024-06-20 13:18:07.230,,1718882617918.jpg,130,1718882617918,0.0,6.0,3,Klinikstr,128.63717783333334,131.65075183333335,130.55574416666667,130.0,0.19960025,0.2822866082325948,-31.055383682250977,1.6496226234446103,4
257,1718882287230,p06,49.8001011,9.9323568,p06/1718882287230/media/1718882645507.jpg,3,4,2,2,5,4,3,4,3,3,1,2,2,2,2,2,Image,2024-06-20 13:18:07.230,,1718882645507.jpg,131,1718882645507,0.0,0.0,3,Klinikstr,68.74895483333333,89.03575175,82.92484816666666,80.0,0.6257310833333334,0.8849463123411611,-31.055383682250977,1.6496226234446103,4
261,1718883391746,p06,49.7956454,9.9303342,p06/1718883391746/media/1718883857826.jpg,2,2,3,4,2,2,4,2,3,4,1,1,5,3,4,4,Image,2024-06-20 13:36:31.746,,1718883857826.jpg,132,1718883857826,0.0,0.0,2,Katharinengasse/Marienplatz,121.77745683333333,125.29966225,140.95496575,129.0,0.005509,0.007791157199218763,-29.97344398498535,1.5921513579122433,4
262,1718883391746,p06,49.7956454,9.9303342,p06/1718883391746/media/1718883891019.jpg,2,2,3,4,2,2,4,2,3,4,1,1,5,3,4,4,Image,2024-06-20 13:36:31.746,,1718883891019.jpg,133,1718883891019,1.0,0.0,2,Katharinengasse/Marienplatz,104.28773016666666,106.30853775,114.24999591666666,108.0,0.04345325,0.06145418434687833,-29.97344398498535,1.5921513579122433,4
263,1718883391746,p06,49.7956454,9.9303342,p06/1718883391746/media/1718883954851.jpg,2,2,3,4,2,2,4,2,3,4,1,1,5,3,4,4,Image,2024-06-20 13:36:31.746,,1718883954851.jpg,134,1718883954851,2.0,0.0,2,Katharinengasse/Marienplatz,88.07169825,97.72051191666667,112.32283316666667,99.0,0.07617908333333333,0.10773701462014632,-29.97344398498535,1.5921513579122433,4
267,1718884544559,p06,49.7915158,9.9317629,p06/1718884544559/media/1718884772751.jpg,2,3,4,5,1,2,3,2,1,4,1,2,5,5,5,4,Image,2024-06-20 13:55:44.559,,1718884772751.jpg,135,1718884772751,1.0,2.0,1,Dommerschulstr,122.62943875,131.32324241666666,137.39601775,130.0,0.11430341666666667,0.16165472638551498,-27.221776962280273,1.4459862929661913,4
268,1718884544559,p06,49.7915158,9.9317629,p06/1718884544559/media/1718884785514.jpg,2,3,4,5,1,2,3,2,1,4,1,2,5,5,5,4,Image,2024-06-20 13:55:44.559,,1718884785514.jpg,136,1718884785514,1.0,14.0,1,Dommerschulstr,136.23647216666666,136.14916825,140.86525283333333,137.0,0.04011683333333333,0.05673562440276987,-27.221776962280273,1.4459862929661913,4
269,1718884544559,p06,49.7915158,9.9317629,p06/1718884544559/media/1718884804167.jpg,2,3,4,5,1,2,3,2,1,4,1,2,5,5,5,4,Image,2024-06-20 13:55:44.559,,1718884804167.jpg,137,1718884804167,2.0,2.0,1,Dommerschulstr,150.99942366666667,154.14790033333333,151.52513808333333,152.0,0.178669,0.25268438294195267,-27.221776962280273,1.4459862929661913,5
273,1718885403870,p06,49.7949772,9.9347882,p06/1718885403870/media/1718885637390.jpg,2,1,1,3,4,4,5,5,4,4,1,1,5,3,4,3,Image,2024-06-20 14:10:03.870,,1718885637390.jpg,138,1718885637390,3.0,0.0,4,Eichhornstr,144.68057875,146.71262358333334,145.80713383333332,145.0,0.13229341666666666,0.18709726006021918,-27.184534072875977,1.4440079978804705,5
274,1718885403870,p06,49.7949772,9.9347882,p06/1718885403870/media/1718885646963.jpg,2,1,1,3,4,4,5,5,4,4,1,1,5,3,4,3,Image,2024-06-20 14:10:03.870,,1718885646963.jpg,139,1718885646963,0.0,0.0,4,Eichhornstr,142.07832533333334,150.59831175,160.29508716666666,150.0,0.00377975,0.0053455484523047955,-27.184534072875977,1.4440079978804705,5
275,1718885403870,p06,49.7949772,9.9347882,p06/1718885403870/media/1718885658294.jpg,2,1,1,3,4,4,5,5,4,4,1,1,5,3,4,3,Image,2024-06-20 14:10:03.870,,1718885658294.jpg,140,1718885658294,4.0,8.0,4,Eichhornstr,128.80501991666668,125.39910766666667,127.02888716666666,127.0,0.049084,0.0694175276758856,-27.184534072875977,1.4440079978804705,5
279,1718886467154,p06,49.7964592,9.935279,p06/1718886467154/media/1718886672300.jpg,3,2,3,3,2,3,4,4,4,4,1,2,4,2,4,4,Image,2024-06-20 14:27:47.154,,1718886672300.jpg,141,1718886672300,3.0,5.0,0,Semmelstr,109.71631591666667,108.2776315,108.64395275,108.0,0.12681891666666667,0.1793548948238563,-27.217615127563477,1.4457652215804984,5
