id,observationID,personID,lat,lon,media,Eventful_Uneventful,Exciting_Monotonous,Pleasant_Unpleasant,Calm_Chaotic,Anxious_Safe,Stressed_Relaxed,Depressed_Cheerful,Detached_Attached,Exhausted_Excited,uncrowded _crowded,accessible_unaccessible,central_remote,green _built-up,clean_polluted,quiet_busy,relaxing_disturbing,mediaType,timestamp,transcription
74,1718272492896,P11,49.7952817,9.9329783,P11/1718272492896/media/1718272832817.aac,1,1,5,5,1,1,1,2,4,4,1,1,5,2,5,5,Audio,2024-06-13 11:54:52.896," Mittlerweile kann ich nicht mehr davon sprechen, dass ich mich wirklich wohl fühle allgemein, weil ich habe jetzt seit dem letzten Standort kriege ich so langsam so leichte Bauchschmerzen. Ich denke, dass das von einer Grundanspannung kommt, die ich jetzt irgendwie habe. Also generell bin ich ein bisschen angespannt, nervös, eben weil das eine ungewohnte Situation ist mit dem Handy, weil ich die Stadt überhaupt nicht kenne und ich versuche mich jetzt durch zu navigieren. Und jetzt dieser Standort hier ist mir eher unangenehm, weil es jetzt sehr zentral ist, sehr viele Leute und aus einem zentralen Platz. Also ich stehe ja wie gesagt nicht zentral auf dem Platz, das würde ich mir jetzt nicht zutrauen, sondern hier in dem westlichen Eck. Trotzdem habe ich das Gefühl, dass ich so sehr auf dem Präsentierteller fühle. Ich fühle mich halt sehr stark beobachtet und es ist mir unangenehm, jetzt so in der Öffentlichkeit präsent zu sein. Das hat jetzt gar nicht so viel mit dem Ort zu tun, sondern mehr mit meiner Persönlichkeit und so Selbst-Image-Dingeln, da will ich jetzt nicht allzu weit darauf eingehen, weil das glaube ich für das Projekt jetzt nicht so relevant ist. Ich glaube, das wird auch in dem Fragebogen abgefaltet, aber auf jeden Fall, weil ich jetzt nicht gerade die selbstbewussteste Person bin, auch so ein bisschen total ängstemäßig bin, ist das hier jetzt schon sehr unangenehm hier zu stehen. Aber je länger ich jetzt hier stehe und rede, es geht einigermaßen tatsächlich, weil es gibt ja andere Leute, die auch in ihr Telefon reden und so. Ich stehe halt auch wie gesagt nicht ganz zentral in der Mitte vom Platz oder so, dass sie jetzt auf den Sitzinsen sind, sondern ich stehe hier an so einem Stehtisch vom Passe e Olio und es sieht wahrscheinlich auch aus, als ob ich telefoniere, also es ist wahrscheinlich in Ordnung. Aber generell ist es mir trotzdem sehr... Okay, jetzt fängt es hier überall an zu bilden, weil es in 12 ist. Aber wirklich geheuer ist es mir hier nicht. Also wo ich jetzt schon an den Ort angekommen bin, dachte ich mir so, oh nein, muss ich jetzt hier wirklich rumstehen, mit dem Handy reden und Bilder machen? Aber jetzt ist es machbar, aber wie gesagt, die Bauchschmerzen bleiben. Genau."
75,1718272492896,P11,49.7952817,9.9329783,P11/1718272492896/media/1718272856293.jpg,1,1,5,5,1,1,1,2,4,4,1,1,5,2,5,5,Image,2024-06-13 11:54:52.896,
76,1718272492896,P11,49.7952817,9.9329783,P11/1718272492896/media/1718272869310.jpg,1,1,5,5,1,1,1,2,4,4,1,1,5,2,5,5,Image,2024-06-13 11:54:52.896,
77,1718272492896,P11,49.7952817,9.9329783,P11/1718272492896/media/1718272881145.jpg,1,1,5,5,1,1,1,2,4,4,1,1,5,2,5,5,Image,2024-06-13 11:54:52.896,
78,1718273279572,P11,49.796665,9.9355217,P11/1718273279572/media/1718273279566.aac,3,2,5,5,1,1,1,1,1,3,2,4,5,4,5,5,Audio,2024-06-13 12:07:59.572,
79,1718273279572,P11,49.796665,9.9355217,P11/1718273279572/media/1718273416913.aac,3,2,5,5,1,1,1,1,1,3,2,4,5,4,5,5,Audio,2024-06-13 12:07:59.572," Ich bin jetzt an der Semmelstraße, eine recht enge Straße, wo viel Durchfahrt ist, mit Ampel. Hier stehen jetzt ein Haufen Autos an der Ampel gegenüber das goldene Fass. Hier ist eine Hauseinfahrt. Der Hauseingang ist scheinbar auf der anderen Seite, irgendwo dahinten. Es sind auch einige Fußgänger unterwegs. Hier stehen auch Fahrradstände, aber die sind alle schon besetzt. Auf der anderen Seite sind auch noch Fahrradstände, wo noch Platz ist. Hier sind kleine Reihenhäuser, die aber alle in verschiedenen Farben sind. Das goldene Fass ist ganz doll bemalt mit einer Hausfassadenmalerei. Es laufen jetzt gerade ständig Leute an mir vorbei. Es ist relativ laut, weil es enge Straße ist, hohe Hauswände und viele Autos sind. Dahinten ist eine Parkgarage. Hier stehen noch mehr Leute."
80,1718273279572,P11,49.796665,9.9355217,P11/1718273279572/media/1718273642433.aac,3,2,5,5,1,1,1,1,1,3,2,4,5,4,5,5,Audio,2024-06-13 12:07:59.572," Die leichten Bauchschmerzen sind noch da, aber jetzt gehen sie scheinbar doch langsam wieder weg. Wohl fühle ich mich jetzt hier auch nicht, weil hier jetzt so ganz eng an mir auf dem Gehsteig Leute vorbeilaufen. Ich stehe mich so ein bisschen in diese Einfahrt, muss halt aufpassen, dass kein Auto kommt. Ja, es ist mir total unangenehm hier zu stehen, umzustehen und die Leute laufen direkt an mir vorbei. Ja, ich rede zu an denen vorbei und die hören auch, was ich sage. Das ist unangenehm. Jetzt geht ein Auto alarmlos. Viele Autofahrer, Fahrrad, mehr Fußgänger. Also von Entspannung ist hier eigentlich keine Rede. Man merkt auch, dass ich ganz unterdrückt nur rede. Also frei hinfalten kann ich mich jetzt hier nicht. Genau. Also generell wieder unwohl, genauso wie vorher. Tatsächlich war es schon schlimmer hier, weil man hier den Leuten nicht so wirklich aus dem Weg gehen kann. Beim vorherigen Standort bei der Kreuzung konnte man ja, es war ein weiter Platz, da konnte man so seine Ecke finden. Aber hier ist es halt gar nicht der Fall. Jetzt kommt ein Auto. Aber ich bin nicht die einzige Person, die hier am Ende rumlabert. Die anderen Leute machen das auch. Jetzt ist gerade jemand vorbeigelaufen, der mir einen komischen Blick zugeworfen hat. Die Antizipation von irgendwie komischen Blicken ist meistens tatsächlich schlimmer, als wenn es dann tatsächlich passiert. Dann ist es mir fast schon wieder egal, dann denke ich mir, was soll das? Aber so die Sorge davor ist mir irgendwie unangenehm. Ja, weil ich fremde Blicke kann ich irgendwie überhaupt nicht ausstehen, weil ich nicht wirklich selbstbewusst bin darüber, wie ich ausschaue oder wie ich mich gebe und halt total zurück in mich reingezogen bin. Deswegen ist es so, hier so eine Öffentlichkeit rumstehen und mit meinem Handy reden, während andere Leute vorbeilaufen, ist halt wirklich nicht mein Ding. Ich mache das jetzt halt, weil das hier meine Aufgabe ist. Und weil ich auch die Stadt hier überhaupt nicht kenne, also mir ist hier sowieso alles fremd, dass ich mir denke, es kann mir auch ein bisschen egal sein, was die Leute hier denken, ich weiß so, ob ich jemals nochmal hier sein werde. Also deswegen ist das so, who cares, deswegen kümmert es gerade so ein bisschen, versuche ich mir ein bisschen so reden. Und weil ich es halt machen muss, für die Aufgabe hier, aber jetzt so selbstständig, würde ich das hier nicht machen. Ja, also genau. Also generell einfach unangenehm. Ich fühle mich nicht wohl, ich fühle mich nicht hier selbst. Also ich bin nicht selbst hier und ich werde wahrgenommen, das ist das, was mich stört. Einfach aus Angst vor anderen Leuten, denke ich."
81,1718273279572,P11,49.796665,9.9355217,P11/1718273279572/media/1718273662914.jpg,3,2,5,5,1,1,1,1,1,3,2,4,5,4,5,5,Image,2024-06-13 12:07:59.572,
82,1718273279572,P11,49.796665,9.9355217,P11/1718273279572/media/1718273682825.jpg,3,2,5,5,1,1,1,1,1,3,2,4,5,4,5,5,Image,2024-06-13 12:07:59.572,
83,1718273279572,P11,49.796665,9.9355217,P11/1718273279572/media/1718273710580.jpg,3,2,5,5,1,1,1,1,1,3,2,4,5,4,5,5,Image,2024-06-13 12:07:59.572,
84,1718268361388,P19,49.7950133,9.929335,P19/1718268361388/media/1718268361384.aac,1,1,1,1,5,5,5,5,5,4,1,1,2,1,3,3,Audio,2024-06-13 10:46:01.388,
85,1718268361388,P19,49.7950133,9.929335,P19/1718268361388/media/1718268413162.jpg,1,1,1,1,5,5,5,5,5,4,1,1,2,1,3,3,Image,2024-06-13 10:46:01.388,
86,1718268361388,P19,49.7950133,9.929335,P19/1718268361388/media/1718268473543.jpg,1,1,1,1,5,5,5,5,5,4,1,1,2,1,3,3,Image,2024-06-13 10:46:01.388,
87,1718268361388,P19,49.7950133,9.929335,P19/1718268361388/media/1718268519799.jpg,1,1,1,1,5,5,5,5,5,4,1,1,2,1,3,3,Image,2024-06-13 10:46:01.388,
88,1718268361388,P19,49.7950133,9.929335,P19/1718268361388/media/1718269084317.aac,1,1,1,1,5,5,5,5,5,4,1,1,2,1,3,3,Audio,2024-06-13 10:46:01.388," Hi, I'm right now standing at Malhar Dasa. This is the first place that I choose to take the pictures and to describe this place. So as per me the pictures that I have selected, these pictures and the place actually depict a vibrant and a pleasant urban environment with a mix of modern and historical architecture. You can see the first image, it shows a, I mean it's just like a place kind of thing that we call and it actually shows a blessing scare with people walking and interacting surrounded by buildings that combine classic design elements and the clear blue sky. The presence of outdoor seating area suggests a lively atmosphere, ideal to tourists and other people for social activities and relaxation. The second image that I took, you know it highlights a charming green area with an outdoor cafe shaded by a large trees. The cozy sitting enhanced by natural greenery and inviting seating creates a welcoming ambience, perfect for enjoying the time for outdoors. And yeah there's one more picture that actually depicts the church, the architecture of the old church and its architecture is making this place more appeasing. So overall this place feels inviting and enjoyable for me, it offers both dynamic and you know tranquil spaces for various activities, whether it's socializing, dining or simply relaxing in a beautiful sitting. The combination of historical monuments or buildings and the charm, the modern amenities along with the sunny weather you know contributes to a positive environment. Thank you."
89,1718268361388,P19,49.7950133,9.929335,P19/1718268361388/media/1718269114176.aac,1,1,1,1,5,5,5,5,5,4,1,1,2,1,3,3,Audio,2024-06-13 10:46:01.388,
90,1718269639688,P19,49.7913083,9.9316867,P19/1718269639688/media/1718269639684.jpg,2,3,2,4,3,3,4,2,2,4,2,3,4,3,3,3,Image,2024-06-13 11:07:19.688,
91,1718269639688,P19,49.7913083,9.9316867,P19/1718269639688/media/1718269691794.jpg,2,3,2,4,3,3,4,2,2,4,2,3,4,3,3,3,Image,2024-06-13 11:07:19.688,
92,1718269639688,P19,49.7913083,9.9316867,P19/1718269639688/media/1718269707615.jpg,2,3,2,4,3,3,4,2,2,4,2,3,4,3,3,3,Image,2024-06-13 11:07:19.688,
93,1718269639688,P19,49.7913083,9.9316867,P19/1718269639688/media/1718269715568.aac,2,3,2,4,3,3,4,2,2,4,2,3,4,3,3,3,Audio,2024-06-13 11:07:19.688,
94,1718269639688,P19,49.7913083,9.9316867,P19/1718269639688/media/1718269933566.aac,2,3,2,4,3,3,4,2,2,4,2,3,4,3,3,3,Audio,2024-06-13 11:07:19.688,
95,1718269639688,P19,49.7913083,9.9316867,P19/1718269639688/media/1718270108746.aac,2,3,2,4,3,3,4,2,2,4,2,3,4,3,3,3,Audio,2024-06-13 11:07:19.688," The second place that I choose is Francis Canal Platz. So over here the three pictures that I choose, that I clicked basically portrays a dynamic urban setting. The first image features a tall building. It's you know it appears church to me you know it actually lends historical and architectural richness to this area and over here I can see the parking lot I mean which is diverse mix of elements which has a diverse mix of elements including cafeterias, old monuments, new buildings, indicated a blend of the past and present. This area where the parking lot is it actually interacts with the bustling streets. It's lively with the noise of moving cars and vibrant atmosphere. Despite the urban hustle the presence of flowers you know on balconies and cafes add a touch of warmth to this place. You know residents contribute to the area's vibrancy by decorating the surroundings with flowers and enhancing the eschatic appeal. Overall the area the place feels both lively and residential offering a balance of historical significance with modern amenities and community charm. The combination of active intersections, dining options and the thoughtful touch by residents creates a vibrant and engaging environment suitable for both daily living and social activities."
96,1718270575331,P19,49.7952043,9.9318181,P19/1718270575331/media/1718270575322.jpg,1,2,3,5,2,4,4,4,2,5,1,1,2,2,3,3,Image,2024-06-13 11:22:55.331,
97,1718270575331,P19,49.7952043,9.9318181,P19/1718270575331/media/1718270676960.jpg,1,2,3,5,2,4,4,4,2,5,1,1,2,2,3,3,Image,2024-06-13 11:22:55.331,
98,1718270575331,P19,49.7952043,9.9318181,P19/1718270575331/media/1718270779320.jpg,1,2,3,5,2,4,4,4,2,5,1,1,2,2,3,3,Image,2024-06-13 11:22:55.331,
99,1718270575331,P19,49.7952043,9.9318181,P19/1718270575331/media/1718270787901.aac,1,2,3,5,2,4,4,4,2,5,1,1,2,2,3,3,Audio,2024-06-13 11:22:55.331,
100,1718270575331,P19,49.7952043,9.9318181,P19/1718270575331/media/1718271230478.aac,1,2,3,5,2,4,4,4,2,5,1,1,2,2,3,3,Audio,2024-06-13 11:22:55.331," So the place that I choose is Spiegelstrasse. So over here this place is actually bustling with shopping area. You know it's vibrant with activity and life. Stores line the streets attracting both locals and tourists who roam around exploring and making purchases. There are many cafeterias that adds to the atmosphere with the people enjoying their meals both inside and outside these establishments, these cafeterias. Additionally there are some ice cream shops as well which are popular spot right now as it's a sunny day with many people sitting and serving their treats under the shade of trees. You know individuals are relaxing, taking a break from the shopping to enjoy the pleasant surroundings. The streets are filled with a constant flow of people moving about giving an area an energetic vibe. And yeah this place feels like a living and inviting offering a mix of shopping and dining experiences that cater to both locals and tourists. And yeah this is a combination of busy stores, lax dining spots, you know and the mingling of different people, groups of people and engaging environment. You know it's basically it's a kind of city centre which I think and it's in the centre of the map where I'm standing right now. So yeah this place is perfect for socializing, exploring you know and enjoying the local culture. And around here I can hear the sound of the church bells so I can guess there is a church around. So yeah this is all about this place."
101,1718270575331,P19,49.7952043,9.9318181,P19/1718270575331/media/1718271242647.aac,1,2,3,5,2,4,4,4,2,5,1,1,2,2,3,3,Audio,2024-06-13 11:22:55.331,
102,1718271907026,P19,49.7971455,9.9366472,P19/1718271907026/media/1718271907019.jpg,3,4,4,4,2,3,3,2,2,4,2,3,2,4,3,3,Image,2024-06-13 11:45:07.026,
103,1718271907026,P19,49.7971455,9.9366472,P19/1718271907026/media/1718271961695.jpg,3,4,4,4,2,3,3,2,2,4,2,3,2,4,3,3,Image,2024-06-13 11:45:07.026,
104,1718271907026,P19,49.7971455,9.9366472,P19/1718271907026/media/1718272122531.aac,3,4,4,4,2,3,3,2,2,4,2,3,2,4,3,3,Audio,2024-06-13 11:45:07.026,
105,1718271907026,P19,49.7971455,9.9366472,P19/1718271907026/media/1718272270612.aac,3,4,4,4,2,3,3,2,2,4,2,3,2,4,3,3,Audio,2024-06-13 11:45:07.026," So right now I'm standing at Semelastra C6. So this place actually describes the presence of living in diverse urban setting. So this place actually leads to the straight path or we can say straight road which is narrow. Branch off from a main thoroughfare bustling with buses, cars and pedestrians. As we enter this street, the scene transitions are more intimate and it's having a vibrant atmosphere too. And yeah, this place actually I saw one thing that the cyclists are navigating through this road. I mean it's majorly used for by them and it's contributing their dynamics for moment as well. So this area is actually a blend of commercial and residential spaces with various shops opposite to each other. And there are also services, catering to both needs. There are some tattoo and piercing shops as well that are prominent, that are right when we are entering the street. And it also adds a unique culture attached to the street. There are also several hotels indicating a mix of short term visitors and long term residents. Cafeterias and restaurants are lining the road with people enjoying their meals, creating a social and inviting environment. So overall this area feels lively and electric offering mix of everyday amenities and unique experiences. There are the combination of shops, dining options and residential spaces. It creates a multi-factored environment where the people live, work, socialize. That's what makes this street dynamic and appealing, urban destination. And in the surroundings and in this street actually there are many cars that are parked on the road side. So yeah, this actually makes this street more appealing."
106,1718271907026,P19,49.7971455,9.9366472,P19/1718271907026/media/1718272311456.jpg,3,4,4,4,2,3,3,2,2,4,2,3,2,4,3,3,Image,2024-06-13 11:45:07.026,
107,1718271907026,P19,49.7971455,9.9366472,P19/1718271907026/media/1718272326616.aac,3,4,4,4,2,3,3,2,2,4,2,3,2,4,3,3,Audio,2024-06-13 11:45:07.026,
108,1718272839851,P19,49.799855,9.93347,P19/1718272839851/media/1718272839845.jpg,2,3,3,4,4,4,4,4,2,3,1,3,3,3,3,3,Image,2024-06-13 12:00:39.851,
109,1718272839851,P19,49.799855,9.93347,P19/1718272839851/media/1718272896655.jpg,2,3,3,4,4,4,4,4,2,3,1,3,3,3,3,3,Image,2024-06-13 12:00:39.851,
110,1718272839851,P19,49.799855,9.93347,P19/1718272839851/media/1718272921178.jpg,2,3,3,4,4,4,4,4,2,3,1,3,3,3,3,3,Image,2024-06-13 12:00:39.851,
111,1718272839851,P19,49.799855,9.93347,P19/1718272839851/media/1718273041945.aac,2,3,3,4,4,4,4,4,2,3,1,3,3,3,3,3,Audio,2024-06-13 12:00:39.851,
112,1718272839851,P19,49.799855,9.93347,P19/1718272839851/media/1718273236307.aac,2,3,3,4,4,4,4,4,2,3,1,3,3,3,3,3,Audio,2024-06-13 12:00:39.851," The place where I am standing right now is where I started my destination for this whole tour. So the name of the place is Clinics Strasse 60. It is actually the housing of one of the departments of University of Woosberg. It is Institute for Physics and Chemistry. It presents a unique blend of academic, urban and natural elements. The area is characterized by a variety of buildings surrounding the institute creating an academic hub with the students frequently moving in and out. And yeah, nearby to this place is the Hofbonhof adding to the urban feel with its transport connections. One side of the street is a garden with a, it's basically garden with, not a garden, the trees are there, the cars are parked there and it's very pleasing and it's having a calm and pleasing environment providing a relaxing escape from the urban bustle which is right opposite to this street. The green space is trying to retreat perfect for unwinding, admired nature. And right opposite to this street the scene shifts dramatically to more chaotic urban landscape where we can see the large buildings, you know, various stores and some shopping outlets are here creating a lively and busy atmosphere. Trams are moving through the area contributing to the bustle city vibe. People roam the streets shopping and engaging in daily activities adding to the vibrant street life. Moreover, in between the buildings there are car parked, the bicycles are a common sight for students and locals navigate the area. The presence of students is perfectly notable, actually because it's the institute where the students are getting in and coming out and it's contributing to the energetic and dynamic environment seeing the students coming happily out from the buildings and you know, having a conversation with their mates. So overall this street, this place actually offers a contrasting experience of mixture of, you know, trees on one side and on the opposite side we do have the, you know, urban vibrancy where we do have shopping streets, academic buildings right now which is the university building and yeah, it's having a diverse and engaging atmosphere. That's it."
113,1718271092764,p01,49.8003892,9.9323818,p01/1718271092764/media/1718271092755.aac,4,4,5,5,2,2,2,2,2,4,4,2,3,3,4,4,Audio,2024-06-13 11:31:32.764,
114,1718271092764,p01,49.8003892,9.9323818,p01/1718271092764/media/1718271206433.aac,4,4,5,5,2,2,2,2,2,4,4,2,3,3,4,4,Audio,2024-06-13 11:31:32.764," This place looks really busy because I am seeing lots of vehicles on the line because of traffic congestion I think. There is a small park nearby, also lot of trees, but this is really noisy place."
115,1718271092764,p01,49.8003892,9.9323818,p01/1718271092764/media/1718271288292.aac,4,4,5,5,2,2,2,2,2,4,4,2,3,3,4,4,Audio,2024-06-13 11:31:32.764, Because this place is loud and noisy and having traffic congestion I find it really uncomfortable to walk around and because there is a construction going nearby I also do not like it because around construction I find it really nervous to cross paths and ride bikes or even walk because accidents might happen around that place.
116,1718271092764,p01,49.8003892,9.9323818,p01/1718271092764/media/1718271337736.jpg,4,4,5,5,2,2,2,2,2,4,4,2,3,3,4,4,Image,2024-06-13 11:31:32.764,
117,1718271092764,p01,49.8003892,9.9323818,p01/1718271092764/media/1718271362400.jpg,4,4,5,5,2,2,2,2,2,4,4,2,3,3,4,4,Image,2024-06-13 11:31:32.764,
118,1718271092764,p01,49.8003892,9.9323818,p01/1718271092764/media/1718271379774.jpg,4,4,5,5,2,2,2,2,2,4,4,2,3,3,4,4,Image,2024-06-13 11:31:32.764,
119,1718272237486,p01,49.7951333,9.9294817,p01/1718272237486/media/1718272237482.aac,2,2,2,3,4,2,4,4,3,3,2,2,4,2,2,2,Audio,2024-06-13 11:50:37.486,
120,1718272237486,p01,49.7951333,9.9294817,p01/1718272237486/media/1718272311928.aac,2,2,2,3,4,2,4,4,3,3,2,2,4,2,2,2,Audio,2024-06-13 11:50:37.486, This place looks really lively with lots of bars and restaurants around and maybe this is not the crowded time of the day but I can see lots of people around. Also there is Apatheke nearby and this place also has trees and under the trees are seeds which makes them really good to sit in hot summer as well.
121,1718272237486,p01,49.7951333,9.9294817,p01/1718272237486/media/1718272398649.aac,2,2,2,3,4,2,4,4,3,3,2,2,4,2,2,2,Audio,2024-06-13 11:50:37.486," I find this place to be moderately pleasing because there are shades, tree shades around and then empty seats around to sit and relax for a while. Also the fresh air but I think this place will get crowded soon and I will get really nervous around and then I will have to quickly move out of here otherwise I cannot feel comfortable in this place."
122,1718272237486,p01,49.7951333,9.9294817,p01/1718272237486/media/1718272411872.jpg,2,2,2,3,4,2,4,4,3,3,2,2,4,2,2,2,Image,2024-06-13 11:50:37.486,
123,1718272237486,p01,49.7951333,9.9294817,p01/1718272237486/media/1718272427355.jpg,2,2,2,3,4,2,4,4,3,3,2,2,4,2,2,2,Image,2024-06-13 11:50:37.486,
124,1718272237486,p01,49.7951333,9.9294817,p01/1718272237486/media/1718272462423.jpg,2,2,2,3,4,2,4,4,3,3,2,2,4,2,2,2,Image,2024-06-13 11:50:37.486,
125,1718273131247,p01,49.7912107,9.9321122,p01/1718273131247/media/1718273131244.aac,4,4,4,3,2,2,2,2,2,3,2,2,5,3,2,4,Audio,2024-06-13 12:05:31.247,
126,1718273131247,p01,49.7912107,9.9321122,p01/1718273131247/media/1718273232847.aac,4,4,4,3,2,2,2,2,2,3,2,2,5,3,2,4,Audio,2024-06-13 12:05:31.247, The place I find to be a little quieter but it looks kind of busy at the same time because lots of cars are parked around but there is not much noise of the vehicles and also there are some trees around and stairs of the trees but I do not see much place to sit around and also there are some construction going around and there is some there is a historic building also I think it looks really nice.
127,1718273131247,p01,49.7912107,9.9321122,p01/1718273131247/media/1718273365259.aac,4,4,4,3,2,2,2,2,2,3,2,2,5,3,2,4,Audio,2024-06-13 12:05:31.247, I find this place kind of boring because it is in the middle of large buildings and there is no bench or seats around to rest as well. There are some trees but no place to sit and relax so I do not think I like this place to be around.
128,1718273131247,p01,49.7912107,9.9321122,p01/1718273131247/media/1718273375894.jpg,4,4,4,3,2,2,2,2,2,3,2,2,5,3,2,4,Image,2024-06-13 12:05:31.247,
129,1718273131247,p01,49.7912107,9.9321122,p01/1718273131247/media/1718273404822.jpg,4,4,4,3,2,2,2,2,2,3,2,2,5,3,2,4,Image,2024-06-13 12:05:31.247,
130,1718273131247,p01,49.7912107,9.9321122,p01/1718273131247/media/1718273418185.jpg,4,4,4,3,2,2,2,2,2,3,2,2,5,3,2,4,Image,2024-06-13 12:05:31.247,
131,1718274044788,p01,49.7952767,9.9335267,p01/1718274044788/media/1718274044784.aac,2,2,2,4,2,3,4,4,4,5,1,2,5,2,5,4,Audio,2024-06-13 12:20:44.788,
132,1718274044788,p01,49.7952767,9.9335267,p01/1718274044788/media/1718274165469.aac,2,2,2,4,2,3,4,4,4,5,1,2,5,2,5,4,Audio,2024-06-13 12:20:44.788,
133,1718274044788,p01,49.7952767,9.9335267,p01/1718274044788/media/1718274222003.aac,2,2,2,4,2,3,4,4,4,5,1,2,5,2,5,4,Audio,2024-06-13 12:20:44.788," I find this place to be quite useful because lots of people are walking around and I should really care when walking as well. Maybe I could step on someone else's foot or I can hit the bike. Sometimes there are vehicles coming in the middle of the road which seems like a footpath as well but it's kind of risky as well. But I like the place overall because there are sets around, place to eat and it is really clean as well."
134,1718274044788,p01,49.7952767,9.9335267,p01/1718274044788/media/1718274258758.jpg,2,2,2,4,2,3,4,4,4,5,1,2,5,2,5,4,Image,2024-06-13 12:20:44.788,
135,1718274044788,p01,49.7952767,9.9335267,p01/1718274044788/media/1718274278187.jpg,2,2,2,4,2,3,4,4,4,5,1,2,5,2,5,4,Image,2024-06-13 12:20:44.788,
136,1718274044788,p01,49.7952767,9.9335267,p01/1718274044788/media/1718274336579.jpg,2,2,2,4,2,3,4,4,4,5,1,2,5,2,5,4,Image,2024-06-13 12:20:44.788,
137,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275660963.aac,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Audio,2024-06-13 12:44:16.404,
138,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275791818.aac,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Audio,2024-06-13 12:44:16.404, This place looks kind of narrow because there is very little space left in the road because cars are parked around and there are also stalls of restaurants.
139,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275878282.aac,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Audio,2024-06-13 12:44:16.404, I found this place to be kind of terrifying because one person was shouting very loudly and I also heard lots of noises But good thing about this place is there are lots of restaurants and cafes nearby But I do not want to be around this place Because I found this place really uninteresting for me
140,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275887968.jpg,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Image,2024-06-13 12:44:16.404,
141,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275897528.jpg,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Image,2024-06-13 12:44:16.404,
142,1718275456404,p01,49.7965883,9.9357817,p01/1718275456404/media/1718275930117.jpg,2,4,3,5,2,2,4,3,2,2,1,2,5,3,4,5,Image,2024-06-13 12:44:16.404,
143,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268231919.aac,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Audio,2024-06-13 10:43:51.934,
144,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268303400.aac,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Audio,2024-06-13 10:43:51.934,
145,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268355159.aac,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Audio,2024-06-13 10:43:51.934,
146,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268420395.jpg,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Image,2024-06-13 10:43:51.934,
147,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268432580.jpg,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Image,2024-06-13 10:43:51.934,
148,1718268231934,p02,49.800059,9.9325137,p02/1718268231934/media/1718268470160.jpg,2,4,4,4,4,2,3,2,2,2,3,4,3,1,4,3,Image,2024-06-13 10:43:51.934,
149,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269088311.aac,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Audio,2024-06-13 10:58:08.316,
150,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269157238.aac,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Audio,2024-06-13 10:58:08.316," Ich stehe in so einer kleinen Gasse, so einer Nebenstraße. Hier sind so ein paar kleine Geschäfte, unter anderem auch so ein Automatengeschäft macht der Scheimer auf. Im Eingang vom Galeria Kaufhof. Und gegenüber von mir ist so ein Goldankaufladen. Und an dem Haus, wie der Goldankaufladen. Das ist so eine Figur. Ich weiß nicht genau wer das ist, wer das sein soll. Ja, sehr ruhig hier."
151,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269206235.aac,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Audio,2024-06-13 10:58:08.316," Ich fühle mich hier ganz wohl, schön ruhig. Es ist jetzt nicht so grün, aber ein bisschen entschleunigt. Es ist hier im Vergleich jetzt auch zu der größeren Straße, an der ich gelaufen bin."
152,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269230463.jpg,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Image,2024-06-13 10:58:08.316,
153,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269241977.jpg,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Image,2024-06-13 10:58:08.316,
154,1718269088316,p02,49.7955365,9.9298075,p02/1718269088316/media/1718269251699.jpg,4,2,2,1,5,5,4,2,3,2,1,1,5,2,2,1,Image,2024-06-13 10:58:08.316,
